Issue Key,Title,Link,Labels,Project ID,Project Key,Project Name,Status,Resolution,GitHub Project Link
QPIDJMS-267,Support discovery of failover hosts provided in a connection property of the Open frame,https://issues.apache.org/jira/browse/QPIDJMS-267,,12314524,QPIDJMS,Qpid JMS,Closed,Fixed,https://github.com/apache/qpid jms
THRIFT-3545,Container type literals do not compile,https://issues.apache.org/jira/browse/THRIFT-3545,,12310800,THRIFT,Thrift,Closed,Fixed,https://github.com/apache/thrift
YARN-4265,Provide new timeline plugin storage to support fine-grained entity caching,https://issues.apache.org/jira/browse/YARN-4265,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
HDFS-11340,DataNode reconfigure for disks doesn't remove the failed volumes,https://issues.apache.org/jira/browse/HDFS-11340,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
DRILL-3749,Upgrade Hadoop dependency to latest version (2.7.1),https://issues.apache.org/jira/browse/DRILL-3749,,12313820,DRILL,Apache Drill,Resolved,Fixed,https://github.com/apache/apache drill
HDFS-10830,FsDatasetImpl#removeVolumes crashes with IllegalMonitorStateException when vol being removed is in use,https://issues.apache.org/jira/browse/HDFS-10830,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
YUNIKORN-521,Placeholder pods are not cleaned up even when the job is deleted,https://issues.apache.org/jira/browse/YUNIKORN-521,pull-request-available,12323620,YUNIKORN,Apache YuniKorn,Closed,Fixed,https://github.com/apache/apache yunikorn
RATIS-502,Commit Index less than the snapshot's commit indexes need to be ignored on restart,https://issues.apache.org/jira/browse/RATIS-502,,12320820,RATIS,Ratis,Resolved,Fixed,https://github.com/apache/ratis
ARTEMIS-4279,CriticalAnalyzer thread does not shut down if error during broker initialization,https://issues.apache.org/jira/browse/ARTEMIS-4279,,12315920,ARTEMIS,ActiveMQ Artemis,Closed,Fixed,https://github.com/apache/activemq artemis
HDDS-7941,Race condition in getFileStatus causes flaky testObjectStoreCreateWithO3fs,https://issues.apache.org/jira/browse/HDDS-7941,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-2508,Fix TestDeadNodeHandler,https://issues.apache.org/jira/browse/HDDS-2508,,12321922,HDDS,Apache Ozone,Resolved,Duplicate,https://github.com/apache/apache ozone
SOLR-5775,Disable constantly failing solr tests,https://issues.apache.org/jira/browse/SOLR-5775,,12310230,SOLR,Solr,Resolved,Done,https://github.com/apache/solr
MAPREDUCE-5809,Enhance distcp to support preserving HDFS ACLs.,https://issues.apache.org/jira/browse/MAPREDUCE-5809,,12310941,MAPREDUCE,Hadoop Map/Reduce,Closed,Fixed,https://github.com/apache/hadoop map/reduce
CURATOR-110,LeaderLatch does not complete if it is started without a connection to ZooKeeper,https://issues.apache.org/jira/browse/CURATOR-110,"connection, latch, leader",12314425,CURATOR,Apache Curator,Resolved,Fixed,https://github.com/apache/apache curator
HDFS-9732,Improve DelegationTokenIdentifier.toString() for better logging,https://issues.apache.org/jira/browse/HDFS-9732,supportability,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
FLEX-28466,Spark Accordion: changeEnd event at times get's triggered before all the animation ends,https://issues.apache.org/jira/browse/FLEX-28466,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-27944,ItemSnapping: Scrollbar size decreases when end items are snapped,https://issues.apache.org/jira/browse/FLEX-27944,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-26280,[Localization:HiSoft]:ENU:Core:The form component turns into an error icon when change from source mode to design mode in FB.,https://issues.apache.org/jira/browse/FLEX-26280,,12313521,FLEX,Apache Flex,Closed,Not A Problem,https://github.com/apache/apache flex
FLEX-26275,[Localization:HiSoft]:CHS:LOC-UI-Overlap:The form component turns into an error icon when change from source mode to design mode in FB.,https://issues.apache.org/jira/browse/FLEX-26275,,12313521,FLEX,Apache Flex,Closed,Not A Problem,https://github.com/apache/apache flex
AWF-171,Rename package to org.apache.deft,https://issues.apache.org/jira/browse/AWF-171,,12313220,AWF,Apache AWF,Closed,Fixed,https://github.com/apache/apache awf
FLEX-17287,NPE in compiler,https://issues.apache.org/jira/browse/FLEX-17287,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-18088,mx.effects - FxRotate3D & FxFade In Parallel Can Radomly Cause An Exception,https://issues.apache.org/jira/browse/FLEX-18088,,12313521,FLEX,Apache Flex,Closed,Cannot Reproduce,https://github.com/apache/apache flex
FLEX-23616,"[Localization:HiSoft][Mirroring][Spark: RichEditableText]: The  characters inside Spark: RichEditableText are mirrored  when the application is set to ""RTL"".",https://issues.apache.org/jira/browse/FLEX-23616,,12313521,FLEX,Apache Flex,Closed,Not A Problem,https://github.com/apache/apache flex
FLEX-16259,Warn when PHP code is in an MXML document,https://issues.apache.org/jira/browse/FLEX-16259,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-21286,CLONE -Some fades can be out of synch when in the presence of multiple simultaneous fades,https://issues.apache.org/jira/browse/FLEX-21286,,12313521,FLEX,Apache Flex,Closed,Not A Problem,https://github.com/apache/apache flex
FLEX-24735,Spark DataGrid GridColumn tooltips dont always disappear after rolling out of column header bar,https://issues.apache.org/jira/browse/FLEX-24735,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-20633,Runtime errror in SoundEffectInstance,https://issues.apache.org/jira/browse/FLEX-20633,,12313521,FLEX,Apache Flex,Closed,Later,https://github.com/apache/apache flex
FLEX-23593,"[Localization:HiSoft][Mirroring]:Set_Application:When select the ""rtl""  in the DropDownList for the second,the characters in the TextArea all disappear",https://issues.apache.org/jira/browse/FLEX-23593,,12313521,FLEX,Apache Flex,Closed,Cannot Reproduce,https://github.com/apache/apache flex
SOLR-3856,DIH: Better tests for SqlEntityProcessor,https://issues.apache.org/jira/browse/SOLR-3856,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
FLEX-12258,Data Grid Tool Tip problem and Alert problem.,https://issues.apache.org/jira/browse/FLEX-12258,,12313521,FLEX,Apache Flex,Closed,Later,https://github.com/apache/apache flex
FLEX-11784,Data Grid Tool Tip problem and Alert problem.,https://issues.apache.org/jira/browse/FLEX-11784,,12313521,FLEX,Apache Flex,Closed,Later,https://github.com/apache/apache flex
FLEX-12877,tooltips throw exception if a drag occurs in tick?,https://issues.apache.org/jira/browse/FLEX-12877,,12313521,FLEX,Apache Flex,Closed,Cannot Reproduce,https://github.com/apache/apache flex
FLEX-9541,IE throws javascript errors on initial page launch about 80% of the time,https://issues.apache.org/jira/browse/FLEX-9541,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-11950,Tree's getIndent() isn't working and is affecting maxHorizontalScrollPosition,https://issues.apache.org/jira/browse/FLEX-11950,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-11180,Inconsistent scroll-related results when zooming DataGrid.,https://issues.apache.org/jira/browse/FLEX-11180,,12313521,FLEX,Apache Flex,Closed,Later,https://github.com/apache/apache flex
FLEX-11156,"[Data Effects] Editing items in quick succession and scrolling, messes up the UI",https://issues.apache.org/jira/browse/FLEX-11156,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-12424,Tree's getIndent() isn't working and is affecting maxHorizontalScrollPosition,https://issues.apache.org/jira/browse/FLEX-12424,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-12612,mx:Text doesn't always wrap even though it's height is correct,https://issues.apache.org/jira/browse/FLEX-12612,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-32447,cubeBuildingTimer is null,https://issues.apache.org/jira/browse/FLEX-32447,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
MAHOUT-121,Speed up distance calculations for sparse vectors,https://issues.apache.org/jira/browse/MAHOUT-121,,12310751,MAHOUT,Mahout,Closed,Fixed,https://github.com/apache/mahout
LUCENE-843,improve how IndexWriter uses RAM to buffer added documents,https://issues.apache.org/jira/browse/LUCENE-843,,12310110,LUCENE,Lucene - Core,Closed,Fixed,https://github.com/apache/lucene - core
LUCENE-425,"""Cannot rename segments.new to segments""",https://issues.apache.org/jira/browse/LUCENE-425,,12310110,LUCENE,Lucene - Core,Closed,Duplicate,https://github.com/apache/lucene - core
YUNIKORN-403,Race condition in TestFairnessAllocationForNodes,https://issues.apache.org/jira/browse/YUNIKORN-403,,12323620,YUNIKORN,Apache YuniKorn,Closed,Duplicate,https://github.com/apache/apache yunikorn
SOLR-3180,ChaosMonkey test failures,https://issues.apache.org/jira/browse/SOLR-3180,,12310230,SOLR,Solr,Resolved,Fixed,https://github.com/apache/solr
YARN-6240,TestCapacityScheduler.testRefreshQueuesWithQueueDelete fails randomly,https://issues.apache.org/jira/browse/YARN-6240,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
HADOOP-17851,S3A to support user-specified content encoding,https://issues.apache.org/jira/browse/HADOOP-17851,pull-request-available,12310240,HADOOP,Hadoop Common,Resolved,Fixed,https://github.com/apache/hadoop common
ARTEMIS-3699,add method exposing the bound port of an acceptor,https://issues.apache.org/jira/browse/ARTEMIS-3699,,12315920,ARTEMIS,ActiveMQ Artemis,Closed,Fixed,https://github.com/apache/activemq artemis
FLINK-15490,KafkaITCase.testOneSourceMultiplePartitions fails on Travis,https://issues.apache.org/jira/browse/FLINK-15490,"pull-request-available, test-stability",12315522,FLINK,Flink,Resolved,Fixed,https://github.com/apache/flink
NETBEANS-583,ClosedByInterruptException (sometimes SEVERE) on startup-up and other file operations,https://issues.apache.org/jira/browse/NETBEANS-583,"pull-request-available, startup",12320634,NETBEANS,NetBeans,Closed,Duplicate,https://github.com/apache/netbeans
NIFI-11848,Allocate unused port in TlsCertificateAuthorityTest,https://issues.apache.org/jira/browse/NIFI-11848,toolkit,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
TEZ-1747,Increase test timeout for TestSecureShuffle,https://issues.apache.org/jira/browse/TEZ-1747,,12314426,TEZ,Apache Tez,Closed,Fixed,https://github.com/apache/apache tez
FALCON-1005,In ProcessInstanceSuspendTest clean test dir after each method execution,https://issues.apache.org/jira/browse/FALCON-1005,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon
OPENJPA-1477,Multithreaded attempt to set Query parameter occassionally fails,https://issues.apache.org/jira/browse/OPENJPA-1477,,12310351,OPENJPA,OpenJPA,Closed,Fixed,https://github.com/apache/openjpa
HARMONY-1766,[classlib][rmi] org/apache/harmony/rmi/RMISecurityExceptionTest is unstable on DRLVM,https://issues.apache.org/jira/browse/HARMONY-1766,,12310050,HARMONY,Harmony,Closed,Cannot Reproduce,https://github.com/apache/harmony
HDFS-5892,TestDeleteBlockPool fails in branch-2,https://issues.apache.org/jira/browse/HDFS-5892,,12310942,HDFS,Hadoop HDFS,Closed,Fixed,https://github.com/apache/hadoop hdfs
SOLR-14992,TestPullReplicaErrorHandling.testCantConnectToPullReplica Failures,https://issues.apache.org/jira/browse/SOLR-14992,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
HIVE-13421,Propagate job progress in operation status,https://issues.apache.org/jira/browse/HIVE-13421,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
SOLR-7836,Possible deadlock when closing refcounted index writers.,https://issues.apache.org/jira/browse/SOLR-7836,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
LUCENE-6968,LSH Filter,https://issues.apache.org/jira/browse/LUCENE-6968,,12310110,LUCENE,Lucene - Core,Closed,Fixed,https://github.com/apache/lucene - core
HDFS-15618,Improve datanode shutdown latency,https://issues.apache.org/jira/browse/HDFS-15618,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
NIFI-6782,Create EL function for repeating a string,https://issues.apache.org/jira/browse/NIFI-6782,"expression-language, string-manipulation",12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
CALCITE-4238,"Create a default parser configuration, to reduce redundant information in sub-parsers",https://issues.apache.org/jira/browse/CALCITE-4238,pull-request-available,12315524,CALCITE,Calcite,Closed,Fixed,https://github.com/apache/calcite
SOLR-13396,SolrCloud will delete the core data for any core that is not referenced in the clusterstate,https://issues.apache.org/jira/browse/SOLR-13396,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
YARN-10792,Set Completed AppAttempt LogsLink to Log Server Url,https://issues.apache.org/jira/browse/YARN-10792,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
TIKA-2776,Tika server child restart,https://issues.apache.org/jira/browse/TIKA-2776,,12310631,TIKA,Tika,Resolved,Fixed,https://github.com/apache/tika
HDFS-7395,BlockIdManager#clear() bails out when resetting the GenerationStampV1Limit,https://issues.apache.org/jira/browse/HDFS-7395,,12310942,HDFS,Hadoop HDFS,Closed,Fixed,https://github.com/apache/hadoop hdfs
TINKERPOP-1107,Provide a way to support global variables with sandboxing enabled,https://issues.apache.org/jira/browse/TINKERPOP-1107,,12316520,TINKERPOP,TinkerPop,Closed,Implemented,https://github.com/apache/tinkerpop
CASSANDRA-8716,"""java.util.concurrent.ExecutionException: java.lang.AssertionError: Memory was freed"" when running cleanup",https://issues.apache.org/jira/browse/CASSANDRA-8716,qa-resolved,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
FILEUPLOAD-265,.MultipartStream$MalformedStreamException: Stream ended unexpectedly,https://issues.apache.org/jira/browse/FILEUPLOAD-265,"Stream, ended, unexpectedly",12310476,FILEUPLOAD,Commons FileUpload,Resolved,Incomplete,https://github.com/apache/commons fileupload
HADOOP-11710,Make CryptoOutputStream behave like DFSOutputStream wrt synchronization,https://issues.apache.org/jira/browse/HADOOP-11710,2.6.1-candidate,12310240,HADOOP,Hadoop Common,Closed,Fixed,https://github.com/apache/hadoop common
FLEX-28059,ItemSnapping: Setting snapModes at runtime during a throw does not snap correctly,https://issues.apache.org/jira/browse/FLEX-28059,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-26803,[localfix] Flicker during auto-reverse involving non-opaque objects,https://issues.apache.org/jira/browse/FLEX-26803,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-19304,Group 'mouseOpaque' logic has potential to cause rendering issues.,https://issues.apache.org/jira/browse/FLEX-19304,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-19808,Inconsistent text rendering after effects,https://issues.apache.org/jira/browse/FLEX-19808,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-23426,Error #2004 when displaying tooltip in popup on FP 10.1,https://issues.apache.org/jira/browse/FLEX-23426,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-12627,An Flex Project may not be compiled correctly after changes to a Library Project.,https://issues.apache.org/jira/browse/FLEX-12627,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
GERONIMODEVTOOLS-40,Cannot start server programmatically,https://issues.apache.org/jira/browse/GERONIMODEVTOOLS-40,,12310111,GERONIMODEVTOOLS,Geronimo-Devtools,Closed,Fixed,https://github.com/apache/geronimo-devtools
REEF-976,Fix broken C# Tests caused by race condition of local RM,https://issues.apache.org/jira/browse/REEF-976,FT,12315820,REEF,REEF (Retired),Resolved,Fixed,https://github.com/apache/reef (retired)
RATIS-386,Raft Client Async API's should honor Retry Policy ,https://issues.apache.org/jira/browse/RATIS-386,,12320820,RATIS,Ratis,Resolved,Fixed,https://github.com/apache/ratis
DERBY-3866,access denied (java.lang.RuntimePermission charsetProvider) in LocalizedDisplay(...i18n.LocalizedDisplayScriptTest) with JRE - JDBC: J2SE 1.4.2 - JDBC 3.0 on Microsoft Windows XP Professional - 5.1.,https://issues.apache.org/jira/browse/DERBY-3866,,10594,DERBY,Derby,Closed,Cannot Reproduce,https://github.com/apache/derby
NIFI-8299,ProvenanceEventsIT integration test failing,https://issues.apache.org/jira/browse/NIFI-8299,,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
HDFS-15656,TestReconstructStripedFile.testNNSendsErasureCodingTasks fails occasionally,https://issues.apache.org/jira/browse/HDFS-15656,,12310942,HDFS,Hadoop HDFS,Open,,https://github.com/apache/hadoop hdfs
ARTEMIS-2755,Improve SoakPagingTest stability,https://issues.apache.org/jira/browse/ARTEMIS-2755,,12315920,ARTEMIS,ActiveMQ Artemis,Closed,Fixed,https://github.com/apache/activemq artemis
MAPREDUCE-5044,Have AM trigger jstack on task attempts that timeout before killing them,https://issues.apache.org/jira/browse/MAPREDUCE-5044,,12310941,MAPREDUCE,Hadoop Map/Reduce,Resolved,Fixed,https://github.com/apache/hadoop map/reduce
GEODE-840,DistributedAckPersistentRegionCCEOffHeapDUnitTest.testTombstones failed with assertion,https://issues.apache.org/jira/browse/GEODE-840,CI,12318420,GEODE,Geode,Closed,Duplicate,https://github.com/apache/geode
CODEC-288,"during Base64 decode for 24 byte length string ,the function returns byte array which is less than 18 bytes",https://issues.apache.org/jira/browse/CODEC-288,,12310464,CODEC,Commons Codec,Open,,https://github.com/apache/commons codec
HUDI-2527,Flaky test: TestHoodieClientMultiWriter.testMultiWriterWithAsyncTableServicesWithConflict,https://issues.apache.org/jira/browse/HUDI-2527,pull-request-available,12322822,HUDI,Apache Hudi,Closed,Fixed,https://github.com/apache/apache hudi
CASSANDRA-11505,dtest failure in cqlsh_tests.cqlsh_copy_tests.CqlshCopyTest.test_reading_max_parse_errors,https://issues.apache.org/jira/browse/CASSANDRA-11505,dtest,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
METRON-565,apps/metron/enrichment/indexed directory path does not get created for metron cluster deployed via Ambari,https://issues.apache.org/jira/browse/METRON-565,,12319323,METRON,Metron (Retired),Done,Done,https://github.com/apache/metron (retired)
ZOOKEEPER-2197,non-ascii character in FinalRequestProcessor.java,https://issues.apache.org/jira/browse/ZOOKEEPER-2197,,12310801,ZOOKEEPER,ZooKeeper,Resolved,Fixed,https://github.com/apache/zookeeper
HBASE-16196,Update jruby to a newer version.,https://issues.apache.org/jira/browse/HBASE-16196,,12310753,HBASE,HBase,Closed,Fixed,https://github.com/apache/hbase
HUDI-1248,[UMBRELLA] Tests cleanup and fixes,https://issues.apache.org/jira/browse/HUDI-1248,"hudi-umbrellas, pull-request-available",12322822,HUDI,Apache Hudi,Closed,Done,https://github.com/apache/apache hudi
YARN-2871,TestRMRestart#testRMRestartGetApplicationList sometime fails in trunk,https://issues.apache.org/jira/browse/YARN-2871,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
PIG-3897,very generic stack trace and root cause missing,https://issues.apache.org/jira/browse/PIG-3897,,12310730,PIG,Pig,Open,,https://github.com/apache/pig
HDFS-5348,Fix error message when dfs.datanode.max.locked.memory is improperly configured,https://issues.apache.org/jira/browse/HDFS-5348,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
SLIDER-878,Slider cannot support jdk 1.8 for command slider registry --getconf hbase-site --name hb1,https://issues.apache.org/jira/browse/SLIDER-878,,12315422,SLIDER,Slider,Resolved,Fixed,https://github.com/apache/slider
CAMEL-8586,File component optimization required for file response body,https://issues.apache.org/jira/browse/CAMEL-8586,,12311211,CAMEL,Camel,Resolved,Fixed,https://github.com/apache/camel
AMBARI-9404,Unit test failures in trunk,https://issues.apache.org/jira/browse/AMBARI-9404,,12312020,AMBARI,Ambari,Resolved,Fixed,https://github.com/apache/ambari
HDFS-7491,Add incremental blockreport latency to DN metrics,https://issues.apache.org/jira/browse/HDFS-7491,,12310942,HDFS,Hadoop HDFS,Closed,Fixed,https://github.com/apache/hadoop hdfs
FLEX-17071,Some member variables (including x and y) show icon indicating they are not public,https://issues.apache.org/jira/browse/FLEX-17071,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-25333,[button icon] Spark Button label shifts slightly when toggling the Boolean emphasized property when icon is set,https://issues.apache.org/jira/browse/FLEX-25333,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
CASSANDRA-5306,Improve Dsnitch Severity,https://issues.apache.org/jira/browse/CASSANDRA-5306,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
HDFS-1883,Recurring failures in TestBackupNode since HDFS-1052,https://issues.apache.org/jira/browse/HDFS-1883,,12310942,HDFS,Hadoop HDFS,Closed,Fixed,https://github.com/apache/hadoop hdfs
HDFS-4015,Safemode should count and report orphaned blocks,https://issues.apache.org/jira/browse/HDFS-4015,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
FLEX-11025,An editable DataGrid can screw up the focus rings on other components,https://issues.apache.org/jira/browse/FLEX-11025,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-10891,"Compiler error in generated code when AS class inherits from MXML class, and you have dependent import statements",https://issues.apache.org/jira/browse/FLEX-10891,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
FLEX-9671,"RTE setting height for PrintDataGrid, on my machine.",https://issues.apache.org/jira/browse/FLEX-9671,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
AMQ-2774,Network of brokers : Multicast discovery stopped to work,https://issues.apache.org/jira/browse/AMQ-2774,,12311210,AMQ,ActiveMQ,Resolved,Fixed,https://github.com/apache/activemq
DERBY-4306,NullPointerException in JMXManagementService.unregisterMBean when running jdbcapi._Suite,https://issues.apache.org/jira/browse/DERBY-4306,,10594,DERBY,Derby,Closed,Fixed,https://github.com/apache/derby
HDFS-334,dfsadmin -metasave should also log corrupt replicas info,https://issues.apache.org/jira/browse/HDFS-334,newbie,12310942,HDFS,Hadoop HDFS,Resolved,Duplicate,https://github.com/apache/hadoop hdfs
PIG-5119,SkewedJoin_15 is unstable,https://issues.apache.org/jira/browse/PIG-5119,,12310730,PIG,Pig,Closed,Fixed,https://github.com/apache/pig
HDFS-10921,TestDiskspaceQuotaUpdate doesn't wait for NN to get out of safe mode,https://issues.apache.org/jira/browse/HDFS-10921,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
EDGENT-434,desentize PlumbingTest.testParallelBalanced,https://issues.apache.org/jira/browse/EDGENT-434,,12319623,EDGENT,Edgent,Closed,Fixed,https://github.com/apache/edgent
HIVE-23250,Scheduled query related qtests may not finish before it's expected,https://issues.apache.org/jira/browse/HIVE-23250,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
QPID-4893,[AMQP 1.0] relay sends out buffered message before it is ready,https://issues.apache.org/jira/browse/QPID-4893,,12310520,QPID,Qpid,Closed,Fixed,https://github.com/apache/qpid
QPID-977,Federation tests raise exceptions after successful completion,https://issues.apache.org/jira/browse/QPID-977,,12310520,QPID,Qpid,Closed,Fixed,https://github.com/apache/qpid
LUCENE-831,Complete overhaul of FieldCache API/Implementation,https://issues.apache.org/jira/browse/LUCENE-831,,12310110,LUCENE,Lucene - Core,Open,,https://github.com/apache/lucene - core
GEODE-717,CI failure: RedisDistDUnitTest.testConcCreateDestroy,https://issues.apache.org/jira/browse/GEODE-717,"CI, Flaky, swat",12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
HDFS-16675,DatanodeAdminManager.stopDecommission fails with ConcurrentModificationException,https://issues.apache.org/jira/browse/HDFS-16675,,12310942,HDFS,Hadoop HDFS,Open,,https://github.com/apache/hadoop hdfs
FLEX-30682,Cells with custom ItemRenderers does not display properly after grouping,https://issues.apache.org/jira/browse/FLEX-30682,,12313521,FLEX,Apache Flex,Closed,Fixed,https://github.com/apache/apache flex
CXF-4947,Potential problems with the JAXBContext being null,https://issues.apache.org/jira/browse/CXF-4947,,12310511,CXF,CXF,Closed,Fixed,https://github.com/apache/cxf
DERBY-205,Rename  org.apache.derby.impl.drda.DB2jServerImpl to NetworkServerControlImpl,https://issues.apache.org/jira/browse/DERBY-205,,10594,DERBY,Derby,Closed,Fixed,https://github.com/apache/derby
NIFI-12101,System Test StatelessBasicsIT.testChangeFlowVersion failing frequently,https://issues.apache.org/jira/browse/NIFI-12101,,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
AMBARI-18913,Hive view service check fails first time after server restart,https://issues.apache.org/jira/browse/AMBARI-18913,,12312020,AMBARI,Ambari,Resolved,Fixed,https://github.com/apache/ambari
FLAGON-20,Offline log storage,https://issues.apache.org/jira/browse/FLAGON-20,,12320621,FLAGON,Flagon,In Progress,,https://github.com/apache/flagon
HDDS-3062,Fix TestOzoneRpcClientAbstract.testListVolume,https://issues.apache.org/jira/browse/HDDS-3062,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-3061,Fix TestOzoneRpcClientAbstract.testPutKeyRatisThreeNodesParallel,https://issues.apache.org/jira/browse/HDDS-3061,TriagePending,12321922,HDDS,Apache Ozone,Resolved,Duplicate,https://github.com/apache/apache ozone
ASTERIXDB-3203,Add retry logic to cloud API calls,https://issues.apache.org/jira/browse/ASTERIXDB-3203,triaged,12316420,ASTERIXDB,Apache AsterixDB,Resolved,Won't Do,https://github.com/apache/apache asterixdb
SLIDER-155,slider jenkins build hanging,https://issues.apache.org/jira/browse/SLIDER-155,,12315422,SLIDER,Slider,Resolved,Fixed,https://github.com/apache/slider
CASSANDRA-683,fix RemoveSuperColumnTest,https://issues.apache.org/jira/browse/CASSANDRA-683,,12310865,CASSANDRA,Cassandra,Resolved,Duplicate,https://github.com/apache/cassandra
HARMONY-4864,[[buildtest][func] The test FilterOutputStreamTestShared is incorrect.,https://issues.apache.org/jira/browse/HARMONY-4864,,12310050,HARMONY,Harmony,Closed,Fixed,https://github.com/apache/harmony
ZOOKEEPER-1137,AuthFLE is throwing NPE when servers are configured with different election ports.,https://issues.apache.org/jira/browse/ZOOKEEPER-1137,,12310801,ZOOKEEPER,ZooKeeper,Open,,https://github.com/apache/zookeeper
NIFI-10415,SAML Login Sequence Fails,https://issues.apache.org/jira/browse/NIFI-10415,SAML,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
METRON-1231,Separate Sensor name and topic in the Management UI,https://issues.apache.org/jira/browse/METRON-1231,,12319323,METRON,Metron (Retired),Done,Done,https://github.com/apache/metron (retired)
STORM-956,"When the execute() or nextTuple() hang on external resources, stop the Worker's heartbeat",https://issues.apache.org/jira/browse/STORM-956,,12314820,STORM,Apache Storm,Open,,https://github.com/apache/apache storm
MGPG-17,"password is specified, but still promting",https://issues.apache.org/jira/browse/MGPG-17,,12317521,MGPG,Maven GPG Plugin,Closed,Fixed,https://github.com/apache/maven gpg plugin
LUCENE-8227,TestGeo3DPoint.testGeo3DRelations() reproducing failures,https://issues.apache.org/jira/browse/LUCENE-8227,,12310110,LUCENE,Lucene - Core,Closed,Fixed,https://github.com/apache/lucene - core
YARN-10506,Update queue creation logic to use weight mode and allow the flexible static/dynamic creation,https://issues.apache.org/jira/browse/YARN-10506,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
